kpwp,etexp,hmax,bexp,alpha,ks,lmax,coeff_pet,ddf,scf,ts,tm,tti,whc,crf,maxbas,station_id
0.548596114511768,0.8082382016914387,797.8346450643969,0.997298698919074,0.34142164657879626,0.09486402180458708,1350.7499198638232,1.3389621260370572,3.899649267185727,0.8280006791377588,0.2370937263845967,0.6867678930775343,3.6975494075719775,0.06319469138933434,0.5484205894855518,5.126924735491671,01094500
