kpwp,etexp,hmax,bexp,alpha,ks,lmax,coeff_pet,ddf,scf,ts,tm,tti,whc,crf,maxbas,station_id
0.4930340723200421,1.7120451330689708,857.9584520775044,0.7085045532817105,0.19411444928387594,0.39796887353471,55.9685212371819,1.2348193530535987,6.12717707955121,0.5054039691498298,0.09240621250050696,-0.7147843241487897,0.10961218152765095,0.1297035118282883,0.22985051153495975,5.314831351347138,01094400
